,pokedex_number,name,german_name,japanese_name,is_generation_1,is_generation_2,is_generation_3,is_generation_4,is_generation_5,is_generation_6,is_generation_7,is_generation_8,status,species,types,height,weight,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_types,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
62,49,Venomoth,Omot,モルフォン (Morphon),True,False,False,False,False,False,False,False,Normal,Poison Moth Pokémon,"Bug, Poison",4'11'',27.56 lbs,3,Shield Dust,Tinted Lens,Wonder Skin,450,70,65,60,90,75,90,75.0,70.0,158.0,Medium Fast,Bug,50.0,20.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
63,50,Diglett,Digda,ディグダ (Digda),True,False,False,False,False,False,False,False,Normal,Mole Pokémon,Ground,0'08'',1.76 lbs,3,Sand Veil,Arena Trap,Sand Force,265,10,55,25,35,45,95,255.0,70.0,53.0,Medium Fast,Field,50.0,20.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
64,50,Alolan Diglett,Digda,ディグダ (Digda),True,False,False,False,False,False,False,False,Normal,Mole Pokémon,"Ground, Steel",0'08'',2.2 lbs,3,Sand Veil,Tangling Hair,Sand Force,265,10,55,30,35,45,90,255.0,70.0,53.0,Medium Fast,Field,50.0,20.0,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5
65,51,Dugtrio,Digdri,ダグトリオ (Dugtrio),True,False,False,False,False,False,False,False,Normal,Mole Pokémon,Ground,2'04'',73.41 lbs,3,Sand Veil,Arena Trap,Sand Force,425,35,100,50,50,70,120,50.0,70.0,149.0,Medium Fast,Field,50.0,20.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
66,51,Alolan Dugtrio,Digdri,ダグトリオ (Dugtrio),True,False,False,False,False,False,False,False,Normal,Mole Pokémon,"Ground, Steel",2'04'',146.83 lbs,3,Sand Veil,Tangling Hair,Sand Force,425,35,100,60,50,70,110,50.0,70.0,149.0,Medium Fast,Field,50.0,20.0,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5
67,52,Meowth,Mauzi,ニャース (Nyarth),True,False,False,False,False,False,False,False,Normal,Scratch Cat Pokémon,Normal,1'04'',9.26 lbs,3,Pickup,Technician,Unnerve,290,40,45,35,40,40,90,255.0,70.0,58.0,Medium Fast,Field,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
68,52,Alolan Meowth,Mauzi,ニャース (Nyarth),True,False,False,False,False,False,False,False,Normal,Scratch Cat Pokémon,Dark,1'04'',9.26 lbs,3,Pickup,Technician,Rattled,290,40,35,35,50,40,90,255.0,70.0,58.0,Medium Fast,Field,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
69,52,Galarian Meowth,Mauzi,ニャース (Nyarth),True,False,False,False,False,False,False,False,Normal,Scratch Cat Pokémon,Steel,1'04'',16.53 lbs,3,Pickup,Tough Claws,Unnerve,290,50,65,55,40,40,40,,,,Medium Fast,Field,,20.0,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5
70,53,Persian,Snobilikat,ペルシアン (Persian),True,False,False,False,False,False,False,False,Normal,Classy Cat Pokémon,Normal,3'03'',70.55 lbs,3,Limber,Technician,Unnerve,440,65,70,60,65,65,115,90.0,70.0,154.0,Medium Fast,Field,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
71,53,Alolan Persian,Snobilikat,ペルシアン (Persian),True,False,False,False,False,False,False,False,Normal,Classy Cat Pokémon,Dark,3'07'',72.75 lbs,3,Fur Coat,Technician,Rattled,440,65,60,60,75,65,115,90.0,70.0,154.0,Medium Fast,Field,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
72,54,Psyduck,Enton,コダック (Koduck),True,False,False,False,False,False,False,False,Normal,Duck Pokémon,Water,2'07'',43.21 lbs,3,Damp,Cloud Nine,Swift Swim,320,50,52,48,65,50,55,190.0,70.0,64.0,Medium Fast,"Field, Water 1",50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
73,55,Golduck,Entoron,ゴルダック (Golduck),True,False,False,False,False,False,False,False,Normal,Duck Pokémon,Water,5'07'',168.87 lbs,3,Damp,Cloud Nine,Swift Swim,500,80,82,78,95,80,85,75.0,70.0,175.0,Medium Fast,"Field, Water 1",50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
74,56,Mankey,Menki,マンキー (Mankey),True,False,False,False,False,False,False,False,Normal,Pig Monkey Pokémon,Fighting,1'08'',61.73 lbs,3,Vital Spirit,Anger Point,Defiant,305,40,80,35,35,45,70,190.0,70.0,61.0,Medium Fast,Field,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
75,57,Primeape,Rasaff,オコリザル (Okorizaru),True,False,False,False,False,False,False,False,Normal,Pig Monkey Pokémon,Fighting,3'03'',70.55 lbs,3,Vital Spirit,Anger Point,Defiant,455,65,105,60,60,70,95,75.0,70.0,159.0,Medium Fast,Field,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
76,58,Growlithe,Fukano,ガーディ (Gardie),True,False,False,False,False,False,False,False,Normal,Puppy Pokémon,Fire,2'04'',41.89 lbs,3,Intimidate,Flash Fire,Justified,350,55,70,45,70,50,60,190.0,70.0,70.0,Slow,Field,75.0,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
77,59,Arcanine,Arkani,ウインディ (Windie),True,False,False,False,False,False,False,False,Normal,Legendary Pokémon,Fire,6'03'',341.72 lbs,3,Intimidate,Flash Fire,Justified,555,90,110,80,100,80,95,75.0,70.0,194.0,Slow,Field,75.0,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
78,60,Poliwag,Quapsel,ニョロモ (Nyoromo),True,False,False,False,False,False,False,False,Normal,Tadpole Pokémon,Water,2'00'',27.34 lbs,3,Water Absorb,Damp,Swift Swim,300,40,50,40,40,40,90,255.0,70.0,60.0,Medium Slow,Water 1,50.0,20.0,1.0,0.5,0.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
79,61,Poliwhirl,Quaputzi,ニョロゾ (Nyorozo),True,False,False,False,False,False,False,False,Normal,Tadpole Pokémon,Water,3'03'',44.09 lbs,3,Water Absorb,Damp,Swift Swim,385,65,65,65,50,50,90,120.0,70.0,135.0,Medium Slow,Water 1,50.0,20.0,1.0,0.5,0.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
80,62,Poliwrath,Quappo,ニョロボン (Nyorobon),True,False,False,False,False,False,False,False,Normal,Tadpole Pokémon,"Water, Fighting",4'03'',119.05 lbs,3,Water Absorb,Damp,Swift Swim,510,90,95,95,70,90,70,45.0,70.0,230.0,Medium Slow,Water 1,50.0,20.0,1.0,0.5,0.0,2.0,2.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,0.5,2.0
81,63,Abra,Abra,ケーシィ (Casey),True,False,False,False,False,False,False,False,Normal,Psi Pokémon,Psychic,2'11'',42.99 lbs,3,Synchronize,Inner Focus,Magic Guard,310,25,20,15,105,55,90,200.0,70.0,62.0,Medium Slow,Human-Like,75.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
82,64,Kadabra,Kadabra,ユンゲラー (Yungerer),True,False,False,False,False,False,False,False,Normal,Psi Pokémon,Psychic,4'03'',124.56 lbs,3,Synchronize,Inner Focus,Magic Guard,400,40,35,30,120,70,105,100.0,70.0,140.0,Medium Slow,Human-Like,75.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
83,65,Alakazam,Simsala,フーディン (Foodin),True,False,False,False,False,False,False,False,Normal,Psi Pokémon,Psychic,4'11'',105.82 lbs,3,Synchronize,Inner Focus,Magic Guard,500,55,50,45,135,95,120,50.0,70.0,225.0,Medium Slow,Human-Like,75.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
84,65,Mega Alakazam,Simsala,フーディン (Foodin),True,False,False,False,False,False,False,False,Normal,Psi Pokémon,Psychic,3'11'',105.82 lbs,1,Trace,,,600,55,50,65,175,105,150,50.0,70.0,270.0,Medium Slow,Human-Like,75.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
85,66,Machop,Machollo,ワンリキー (Wanriky),True,False,False,False,False,False,False,False,Normal,Superpower Pokémon,Fighting,2'07'',42.99 lbs,3,Guts,No Guard,Steadfast,305,70,80,50,35,35,35,180.0,70.0,61.0,Medium Slow,Human-Like,75.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
86,67,Machoke,Maschock,ゴーリキー (Goriky),True,False,False,False,False,False,False,False,Normal,Superpower Pokémon,Fighting,4'11'',155.43 lbs,3,Guts,No Guard,Steadfast,405,80,100,70,50,60,45,90.0,70.0,142.0,Medium Slow,Human-Like,75.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
87,68,Machamp,Machomei,カイリキー (Kairiky),True,False,False,False,False,False,False,False,Normal,Superpower Pokémon,Fighting,5'03'',286.6 lbs,3,Guts,No Guard,Steadfast,505,90,130,80,65,85,55,45.0,70.0,227.0,Medium Slow,Human-Like,75.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
88,69,Bellsprout,Knofensa,マダツボミ (Madatsubomi),True,False,False,False,False,False,False,False,Normal,Flower Pokémon,"Grass, Poison",2'04'',8.82 lbs,2,Chlorophyll,,Gluttony,300,50,75,35,70,30,40,255.0,70.0,60.0,Medium Slow,Grass,50.0,20.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
89,70,Weepinbell,Ultrigaria,ウツドン (Utsudon),True,False,False,False,False,False,False,False,Normal,Flycatcher Pokémon,"Grass, Poison",3'03'',14.11 lbs,2,Chlorophyll,,Gluttony,390,65,90,50,85,45,55,120.0,70.0,137.0,Medium Slow,Grass,50.0,20.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
90,71,Victreebel,Sarzenia,ウツボット (Utsubot),True,False,False,False,False,False,False,False,Normal,Flycatcher Pokémon,"Grass, Poison",5'07'',34.17 lbs,2,Chlorophyll,,Gluttony,490,80,105,65,100,70,70,45.0,70.0,221.0,Medium Slow,Grass,50.0,20.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
91,72,Tentacool,Tentacha,メノクラゲ (Menokurage),True,False,False,False,False,False,False,False,Normal,Jellyfish Pokémon,"Water, Poison",2'11'',100.31 lbs,3,Clear Body,Liquid Ooze,Rain Dish,335,40,40,35,50,100,70,190.0,70.0,67.0,Slow,Water 3,50.0,20.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
92,73,Tentacruel,Tentoxa,ドククラゲ (Dokukurage),True,False,False,False,False,False,False,False,Normal,Jellyfish Pokémon,"Water, Poison",5'03'',121.25 lbs,3,Clear Body,Liquid Ooze,Rain Dish,515,80,70,65,80,120,100,60.0,70.0,180.0,Slow,Water 3,50.0,20.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
93,74,Geodude,Kleinstein,イシツブテ (Isitsubute),True,False,False,False,False,False,False,False,Normal,Rock Pokémon,"Rock, Ground",1'04'',44.09 lbs,3,Rock Head,Sturdy,Sand Veil,300,40,80,100,30,30,20,255.0,70.0,60.0,Medium Slow,Mineral,50.0,15.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
94,74,Alolan Geodude,Kleinstein,イシツブテ (Isitsubute),True,False,False,False,False,False,False,False,Normal,Rock Pokémon,"Rock, Electric",1'04'',44.75 lbs,3,Magnet Pull,Sturdy,Galvanize,300,40,80,100,30,30,20,255.0,70.0,60.0,Medium Slow,Mineral,50.0,15.0,0.5,0.5,2.0,0.5,2.0,1.0,2.0,0.5,4.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
95,75,Graveler,Georok,ゴローン (Golone),True,False,False,False,False,False,False,False,Normal,Rock Pokémon,"Rock, Ground",3'03'',231.49 lbs,3,Rock Head,Sturdy,Sand Veil,390,55,95,115,45,45,35,120.0,70.0,137.0,Medium Slow,Mineral,50.0,15.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
96,75,Alolan Graveler,Georok,ゴローン (Golone),True,False,False,False,False,False,False,False,Normal,Rock Pokémon,"Rock, Electric",3'03'',242.51 lbs,3,Magnet Pull,Sturdy,Galvanize,390,55,95,115,45,45,35,120.0,70.0,137.0,Medium Slow,Mineral,50.0,15.0,0.5,0.5,2.0,0.5,2.0,1.0,2.0,0.5,4.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
97,76,Golem,Geowaz,ゴローニャ (Golonya),True,False,False,False,False,False,False,False,Normal,Megaton Pokémon,"Rock, Ground",4'07'',661.39 lbs,3,Rock Head,Sturdy,Sand Veil,495,80,120,130,55,65,45,45.0,70.0,223.0,Medium Slow,Mineral,50.0,15.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
98,76,Alolan Golem,Geowaz,ゴローニャ (Golonya),True,False,False,False,False,False,False,False,Normal,Megaton Pokémon,"Rock, Electric",5'07'',696.66 lbs,3,Magnet Pull,Sturdy,Galvanize,495,80,120,130,55,65,45,45.0,70.0,223.0,Medium Slow,Mineral,50.0,15.0,0.5,0.5,2.0,0.5,2.0,1.0,2.0,0.5,4.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
99,77,Ponyta,Ponita,ポニータ (Ponyta),True,False,False,False,False,False,False,False,Normal,Fire Horse Pokémon,Fire,3'03'',66.14 lbs,3,Run Away,Flash Fire,Flame Body,410,50,85,55,65,65,90,190.0,70.0,82.0,Medium Fast,Field,50.0,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
100,77,Galarian Ponyta,Ponita,ポニータ (Ponyta),True,False,False,False,False,False,False,False,Normal,Unique Horn Pokémon,Psychic,2'07'',52.91 lbs,3,Run Away,Pastel Veil,Anticipation,410,50,85,55,65,65,90,,,,Medium Fast,Field,,20.0,1.0,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
101,78,Rapidash,Gallopa,ギャロップ (Gallop),True,False,False,False,False,False,False,False,Normal,Fire Horse Pokémon,Fire,5'07'',209.44 lbs,3,Run Away,Flash Fire,Flame Body,500,65,100,70,80,80,105,60.0,70.0,175.0,Medium Fast,Field,50.0,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
102,78,Galarian Rapidash,Gallopa,ギャロップ (Gallop),True,False,False,False,False,False,False,False,Normal,Unique Horn Pokémon,"Psychic, Fairy",5'07'',176.37 lbs,3,Run Away,Pastel Veil,Anticipation,500,65,100,70,80,80,105,,,,Medium Fast,Field,,20.0,1.0,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
103,79,Slowpoke,Flegmon,ヤドン (Yadon),True,False,False,False,False,False,False,False,Normal,Dopey Pokémon,"Water, Psychic",3'11'',79.37 lbs,3,Oblivious,Own Tempo,Regenerator,315,90,65,65,40,40,15,190.0,70.0,63.0,Medium Fast,"Monster, Water 1",50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0
104,79,Galarian Slowpoke,Flegmon,ヤドン (Yadon),False,False,False,False,False,False,False,True,Normal,Dopey Pokémon,Psychic,3'11'',79.37 lbs,3,Gluttony,Own Tempo,Regenerator,315,90,65,65,40,40,15,190.0,70.0,63.0,Medium Fast,"Monster, Water 1",50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
105,80,Slowbro,Lahmus,ヤドラン (Yadoran),True,False,False,False,False,False,False,False,Normal,Hermit Crab Pokémon,"Water, Psychic",5'03'',173.06 lbs,3,Oblivious,Own Tempo,Regenerator,490,95,75,110,100,80,30,75.0,70.0,172.0,Medium Fast,"Monster, Water 1",50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0
106,80,Mega Slowbro,Lahmus,ヤドラン (Yadoran),True,False,False,False,False,False,False,False,Normal,Hermit Crab Pokémon,"Water, Psychic",6'07'',264.55 lbs,1,Shell Armor,,,590,95,75,180,130,80,30,75.0,70.0,207.0,Medium Fast,"Monster, Water 1",50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0
107,80,Galarian Slowbro,Lahmus,ヤドラン (Yadoran),False,False,False,False,False,False,False,True,Normal,Hermit Crab Pokémon,"Poison, Psychic",5'03'',155.43 lbs,3,Quick Draw,Own Tempo,Regenerator,490,95,100,95,100,70,30,75.0,70.0,,Medium Fast,"Monster, Water 1",50.0,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.25,0.5,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5
108,81,Magnemite,Magnetilo,コイル (Coil),True,False,False,False,False,False,False,False,Normal,Magnet Pokémon,"Electric, Steel",1'00'',13.23 lbs,3,Magnet Pull,Sturdy,Analytic,325,25,35,70,95,55,45,190.0,70.0,65.0,Medium Fast,Mineral,,20.0,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5
109,82,Magneton,Magneton,レアコイル (Rarecoil),True,False,False,False,False,False,False,False,Normal,Magnet Pokémon,"Electric, Steel",3'03'',132.28 lbs,3,Magnet Pull,Sturdy,Analytic,465,50,60,95,120,70,70,60.0,70.0,163.0,Medium Fast,Mineral,,20.0,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5
110,83,Farfetch'd,Porenta,カモネギ (Kamonegi),True,False,False,False,False,False,False,False,Normal,Wild Duck Pokémon,"Normal, Flying",2'07'',33.07 lbs,3,Keen Eye,Inner Focus,Defiant,377,52,90,55,58,62,60,45.0,70.0,132.0,Medium Fast,"Field, Flying",50.0,20.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
111,83,Galarian Farfetch'd,Porenta,カモネギ (Kamonegi),True,False,False,False,False,False,False,False,Normal,Wild Duck Pokémon,Fighting,2'07'',92.59 lbs,2,Steadfast,,Scrappy,377,52,95,55,58,62,55,,,,Medium Fast,"Field, Flying",,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
112,84,Doduo,Dodu,ドードー (Dodo),True,False,False,False,False,False,False,False,Normal,Twin Bird Pokémon,"Normal, Flying",4'07'',86.42 lbs,3,Run Away,Early Bird,Tangled Feet,310,35,85,45,35,35,75,190.0,70.0,62.0,Medium Fast,Flying,50.0,20.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
113,85,Dodrio,Dodri,ドードリオ (Dodorio),True,False,False,False,False,False,False,False,Normal,Triple Bird Pokémon,"Normal, Flying",5'11'',187.83 lbs,3,Run Away,Early Bird,Tangled Feet,470,60,110,70,60,60,110,45.0,70.0,165.0,Medium Fast,Flying,50.0,20.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
114,86,Seel,Jurob,パウワウ (Pawou),True,False,False,False,False,False,False,False,Normal,Sea Lion Pokémon,Water,3'07'',198.42 lbs,3,Thick Fat,Hydration,Ice Body,325,65,45,55,45,70,45,190.0,70.0,65.0,Medium Fast,"Field, Water 1",50.0,20.0,1.0,0.25,0.5,2.0,2.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
115,87,Dewgong,Jugong,ジュゴン (Jugon),True,False,False,False,False,False,False,False,Normal,Sea Lion Pokémon,"Water, Ice",5'07'',264.55 lbs,3,Thick Fat,Hydration,Ice Body,475,90,70,80,70,95,70,75.0,70.0,166.0,Medium Fast,"Field, Water 1",50.0,20.0,1.0,0.5,0.5,2.0,2.0,125.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
116,88,Grimer,Sleima,ベトベター (Betbeter),True,False,False,False,False,False,False,False,Normal,Sludge Pokémon,Poison,2'11'',66.14 lbs,3,Stench,Sticky Hold,Poison Touch,325,80,80,50,40,50,25,190.0,70.0,65.0,Medium Fast,Amorphous,50.0,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
117,88,Alolan Grimer,Sleima,ベトベター (Betbeter),True,False,False,False,False,False,False,False,Normal,Sludge Pokémon,"Poison, Dark",2'04'',92.59 lbs,3,Poison Touch,Gluttony,Power of Alchemy,325,80,80,50,40,50,25,190.0,70.0,65.0,Medium Fast,Amorphous,50.0,20.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
118,89,Muk,Sleimok,ベトベトン (Betbeton),True,False,False,False,False,False,False,False,Normal,Sludge Pokémon,Poison,3'11'',66.14 lbs,3,Stench,Sticky Hold,Poison Touch,500,105,105,75,65,100,50,75.0,70.0,175.0,Medium Fast,Amorphous,50.0,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
119,89,Alolan Muk,Sleimok,ベトベトン (Betbeton),True,False,False,False,False,False,False,False,Normal,Sludge Pokémon,"Poison, Dark",3'03'',114.64 lbs,3,Poison Touch,Gluttony,Power of Alchemy,500,105,105,75,65,100,50,75.0,70.0,175.0,Medium Fast,Amorphous,50.0,20.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
120,90,Shellder,Muschas,シェルダー (Shellder),True,False,False,False,False,False,False,False,Normal,Bivalve Pokémon,Water,1'00'',8.82 lbs,3,Shell Armor,Skill Link,Overcoat,305,30,65,100,45,25,40,190.0,70.0,61.0,Slow,Water 3,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
121,91,Cloyster,Austos,パルシェン (Parshen),True,False,False,False,False,False,False,False,Normal,Bivalve Pokémon,"Water, Ice",4'11'',292.11 lbs,3,Shell Armor,Skill Link,Overcoat,525,50,95,180,85,45,70,60.0,70.0,184.0,Slow,Water 3,50.0,20.0,1.0,1.0,0.5,2.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
122,92,Gastly,Nebulak,ゴース (Ghos),True,False,False,False,False,False,False,False,Normal,Gas Pokémon,"Ghost, Poison",4'03'',0.22 lbs,1,Levitate,,,310,30,35,30,100,35,80,190.0,70.0,62.0,Medium Slow,Amorphous,50.0,20.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,0.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5
123,93,Haunter,Alpollo,ゴースト (Ghost),True,False,False,False,False,False,False,False,Normal,Gas Pokémon,"Ghost, Poison",5'03'',0.22 lbs,1,Levitate,,,405,45,50,45,115,55,95,90.0,70.0,142.0,Medium Slow,Amorphous,50.0,20.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,0.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5
124,94,Gengar,Gengar,ゲンガー (Gangar),True,False,False,False,False,False,False,False,Normal,Shadow Pokémon,"Ghost, Poison",4'11'',89.29 lbs,1,Cursed Body,,,500,60,65,60,130,75,110,45.0,70.0,225.0,Medium Slow,Amorphous,50.0,20.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,2.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5
